"tema","concepto","Abejas 319105","Ejemplo FAN-319104","Katuwan 319054","Mezcal 319061","NAICM 319120","Terr Cafet 319068"
"Temáticas ambientales","degradación y contaminación de habitats",0,0,1,0,0,0
"Temáticas económicas","Blindar la venta de tierras ejidales",1,0,0,0,0,0
"Temáticas económicas","Buenas prácticas productivas",0,0,0,0,0,1
"Temáticas económicas","Costo de satisfactores básicos.",0,0,1,0,0,0
"Temáticas económicas","Costos de producción",0,0,1,0,0,0
"Temáticas económicas","Coyotaje",0,0,1,0,0,0
"Temáticas económicas","Diversificación productiva",0,0,0,0,0,1
"Temáticas económicas","Falta autonomía económica",0,0,1,0,0,0
"Temáticas económicas","Falta de mercados",0,0,1,0,0,0
"Temáticas económicas","Impacto en el turismo restaurantero",0,1,0,0,0,0
"Temáticas económicas","Mercado nacional de café",0,0,0,0,0,1
"Temáticas económicas","Mortandades masiva en acuacultura",0,1,0,0,0,0
"Temáticas económicas","Prohibición del comercio de exportación especies bivalvos durante vedas sanitarias",0,1,0,0,0,0
"Temáticas económicas","Valoracion economica de la miel y la polinización",1,0,0,0,0,0
"Temáticas económicas","falta de confianza de los productores a las autoridades por el establecimiento de vedas",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Actualizar reglamentos internos en ejidos",1,0,0,0,0,0
"Temáticas sociales (incluir las de salud)","Adopción de nuevos esquemas de alimentación y desarrollo humano",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Atención a acuacultores",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Atención a vedas sanitarias",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Autosuficiencia alimentaria",0,0,0,0,0,1
"Temáticas sociales (incluir las de salud)","Baja resiliencia a cambio climatico",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Cambios de usos y costumbres",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Desinterés de los jóvenes en las tradiciones de sus comunidades",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Disminución producción de alimentos",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Erosión cultural",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Falta acceso al agua",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Falta de equidad ambiental",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Fortalecimiento Organizativo",1,0,0,0,0,0
"Temáticas sociales (incluir las de salud)","Inclusión de mujeres y jóvenes",0,0,0,0,0,1
"Temáticas sociales (incluir las de salud)","Intoxicación por consumo de organismos marinos contaminados por biotoxinas",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Limitación de la producción de agua potable",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Monitoreo del área de alimentación del tiburon ballena",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Protocolo de atención del sector salud ante intoxicación por consumo de organismos contaminados por biotoxinas",0,1,0,0,0,0
"Temáticas sociales (incluir las de salud)","Pérdida de conocimientos ancestrales",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","Salud humana",1,0,0,0,0,0
"Temáticas sociales (incluir las de salud)","Vulnerabilidad ambiental",0,0,1,0,0,0
"Temáticas sociales (incluir las de salud)","y de biodiversidad",1,0,0,0,0,0
"Territorio / Ecosistema","Agroecosistemas",0,0,0,0,1,0
"Territorio / Ecosistema","Alto Golfo de caliifornia",0,1,0,0,0,0
"Territorio / Ecosistema","Bahía Magdalena",0,1,0,0,0,0
"Territorio / Ecosistema","Bahía Vizcaíno",0,1,0,0,0,0
"Territorio / Ecosistema","Bahía de La Paz",0,1,0,0,0,0
"Territorio / Ecosistema","Bahía de los Ángeles",0,1,0,0,0,0
"Territorio / Ecosistema","Bosques mesófilos",0,0,0,0,0,1
"Territorio / Ecosistema","Coatzintla",0,0,1,0,0,0
"Territorio / Ecosistema","Delta del Rio Colorado",0,1,0,0,0,0
"Territorio / Ecosistema","Desierto",0,0,0,1,0,0
"Territorio / Ecosistema","Ensenada",0,1,0,0,0,0
"Territorio / Ecosistema","Oaxaca y Veracruz",0,0,0,0,0,1
"Territorio / Ecosistema","Papantla",0,0,1,0,0,0
"Territorio / Ecosistema","Punta Abreojos",0,1,0,0,0,0
"Territorio / Ecosistema","San Felipe",0,1,0,0,0,0
"Territorio / Ecosistema","San Quintín",0,1,0,0,0,0
"Territorio / Ecosistema","Selva Maya",1,0,0,0,0,0
"Territorio / Ecosistema","Selva mediana (vegetación secundaria)",0,0,1,0,0,0
"Territorio / Ecosistema","Selvas medianas",0,0,0,0,0,1
"Territorio / Ecosistema","Territorios cafetales en Chiapas",0,0,0,0,0,1
"Territorio / Ecosistema","Tijuana",0,1,0,0,0,0
"Territorio / Ecosistema","Toda la cuenca del Lago de Texcoco",0,0,0,0,1,0
"Territorio / Ecosistema","Totonaca",0,0,1,0,0,0
"Territorio / Ecosistema","Zona Lacustre",0,0,0,0,1,0
"Territorio / Ecosistema","Zona costera",0,1,0,0,0,0
"Territorio / Ecosistema","bosques sierra nevada",0,0,0,0,1,0
"Territorio / Ecosistema","comunidades costeras",0,1,0,0,0,0
"Territorio / Ecosistema","periurbana",0,0,0,0,1,0
"Territorio / Ecosistema","toda la cuenca del Lago de Texcoco",0,0,0,0,1,0
"Territorio / Ecosistema","zona urbana",0,0,0,0,1,0
"Tipo de actor","Colaboradores",1,0,0,0,0,0
"Tipo de actor","Para la gobernanza",0,1,0,0,0,0
"Tipo de actor","Preponderantes aliados",1,0,0,0,0,0
"Tipo de actor","Preponderantes antagónicos",0,1,0,0,0,0
"Valores de interés","Compromiso",0,0,1,0,0,0
"Valores de interés","Comunidad",0,0,1,0,0,0
"Valores de interés","Confianza",0,0,1,0,0,0
"Valores de interés","Orgullo",0,0,1,0,0,0
"Valores de interés","Responsabilidad",0,0,1,0,0,0
"Ámbito de influencia","Comunitario",1,0,0,0,0,0
"Ámbito de influencia","Estatal",0,1,0,0,0,0
"Ámbito de influencia","Internacionacional",0,0,1,0,0,0
"Ámbito de influencia","Local",0,1,0,0,0,0
"Ámbito de influencia","Nacional",1,0,0,0,0,0
"Ámbito de influencia","Regional",0,1,0,0,0,0
